source,target
YOUNG ZURI,BORDER TRIBE COMMANDER
MINING TRIBE ELDER,BORDER TRIBE COMMANDER
YOUNG T'CHAKA,BORDER TRIBE COMMANDER
GRIOT,BORDER TRIBE COMMANDER
MUSEUM DIRECTOR,BORDER TRIBE COMMANDER
STAN LEE,BORDER TRIBE COMMANDER
T'CHAKA,BORDER TRIBE COMMANDER
SECURITY GUARD,BORDER TRIBE COMMANDER
N'JOBU,BORDER TRIBE COMMANDER
W'KABI,BORDER TRIBE COMMANDER
RAMONDA,BORDER TRIBE COMMANDER
ZURI,BORDER TRIBE COMMANDER
M'BAKU,BORDER TRIBE COMMANDER
ULYSSES KLAUE,BORDER TRIBE COMMANDER
N'JADAKA (KILLMONGER),BORDER TRIBE COMMANDER
EVERETT ROSS,BORDER TRIBE COMMANDER
OKOYE,BORDER TRIBE COMMANDER
NAKIA,BORDER TRIBE COMMANDER
SHURI,BORDER TRIBE COMMANDER
T'CHALLA,BORDER TRIBE COMMANDER
SHURI/NAKIA,DRIVER
WAKANDAN CHILDREN,DRIVER
WAKANDAN CHILD,DRIVER
SOUTH AFRICAN TOUGH,DRIVER
NIGERIAN WOMAN,DRIVER
"ELDERS, WARRIORS, DORA",DRIVER
NIGERIAN MILITANT #2,DRIVER
FRENCH AMBASSADOR,DRIVER
ELDERLY WOMAN,DRIVER
YOUNG BLACK KID,DRIVER
MILITANT LEADER,DRIVER
LINDA,DRIVER
LIMBANI,DRIVER
MERCHANT TRIBE ELDER,DRIVER
YOUNG T' CHAKA,DRIVER
OAKLAND KID #2,DRIVER
OAKLAND KID #3,DRIVER
YOUNG KILLMONGER,DRIVER
RIVER TRIBE ELDER,DRIVER
OAKLAND KID #1,DRIVER
SHAMAN,DRIVER
FATHER,DRIVER
SON,DRIVER
YOUNG ZURI,DRIVER
MINING TRIBE ELDER,DRIVER
YOUNG T'CHAKA,DRIVER
GRIOT,DRIVER
MUSEUM DIRECTOR,DRIVER
STAN LEE,DRIVER
T'CHAKA,DRIVER
SECURITY GUARD,DRIVER
N'JOBU,DRIVER
W'KABI,DRIVER
RAMONDA,DRIVER
ZURI,DRIVER
M'BAKU,DRIVER
ULYSSES KLAUE,DRIVER
N'JADAKA (KILLMONGER),DRIVER
EVERETT ROSS,DRIVER
OKOYE,DRIVER
NAKIA,DRIVER
SHURI,DRIVER
T'CHALLA,DRIVER
SHURI/NAKIA,"ELDERS, WARRIORS, DORA"
WAKANDAN CHILDREN,"ELDERS, WARRIORS, DORA"
WAKANDAN CHILD,"ELDERS, WARRIORS, DORA"
SOUTH AFRICAN TOUGH,"ELDERS, WARRIORS, DORA"
NIGERIAN WOMAN,"ELDERS, WARRIORS, DORA"
NIGERIAN MILITANT #2,"ELDERS, WARRIORS, DORA"
FRENCH AMBASSADOR,"ELDERS, WARRIORS, DORA"
YOUNG BLACK KID,"ELDERS, WARRIORS, DORA"
MILITANT LEADER,"ELDERS, WARRIORS, DORA"
LINDA,"ELDERS, WARRIORS, DORA"
LIMBANI,"ELDERS, WARRIORS, DORA"
MERCHANT TRIBE ELDER,"ELDERS, WARRIORS, DORA"
YOUNG T' CHAKA,"ELDERS, WARRIORS, DORA"
OAKLAND KID #2,"ELDERS, WARRIORS, DORA"
OAKLAND KID #3,"ELDERS, WARRIORS, DORA"
YOUNG KILLMONGER,"ELDERS, WARRIORS, DORA"
RIVER TRIBE ELDER,"ELDERS, WARRIORS, DORA"
OAKLAND KID #1,"ELDERS, WARRIORS, DORA"
SHAMAN,"ELDERS, WARRIORS, DORA"
FATHER,"ELDERS, WARRIORS, DORA"
SON,"ELDERS, WARRIORS, DORA"
YOUNG ZURI,"ELDERS, WARRIORS, DORA"
MINING TRIBE ELDER,"ELDERS, WARRIORS, DORA"
YOUNG T'CHAKA,"ELDERS, WARRIORS, DORA"
GRIOT,"ELDERS, WARRIORS, DORA"
MUSEUM DIRECTOR,"ELDERS, WARRIORS, DORA"
STAN LEE,"ELDERS, WARRIORS, DORA"
T'CHAKA,"ELDERS, WARRIORS, DORA"
SECURITY GUARD,"ELDERS, WARRIORS, DORA"
N'JOBU,"ELDERS, WARRIORS, DORA"
W'KABI,"ELDERS, WARRIORS, DORA"
RAMONDA,"ELDERS, WARRIORS, DORA"
ZURI,"ELDERS, WARRIORS, DORA"
M'BAKU,"ELDERS, WARRIORS, DORA"
ULYSSES KLAUE,"ELDERS, WARRIORS, DORA"
N'JADAKA (KILLMONGER),"ELDERS, WARRIORS, DORA"
EVERETT ROSS,"ELDERS, WARRIORS, DORA"
OKOYE,"ELDERS, WARRIORS, DORA"
NAKIA,"ELDERS, WARRIORS, DORA"
SHURI,"ELDERS, WARRIORS, DORA"
T'CHALLA,"ELDERS, WARRIORS, DORA"
SHURI/NAKIA,BORDER TRIBE
WAKANDAN CHILDREN,BORDER TRIBE
WAKANDAN CHILD,BORDER TRIBE
SOUTH AFRICAN TOUGH,BORDER TRIBE
NIGERIAN WOMAN,BORDER TRIBE
CIA AGENT,BORDER TRIBE
CARGO TRUCK MILITANT,BORDER TRIBE
"ELDERS, WARRIORS, DORA",BORDER TRIBE
DRIVER,BORDER TRIBE
BORDER TRIBE COMMANDER,BORDER TRIBE
NIGERIAN MILITANT #2,BORDER TRIBE
FRENCH AMBASSADOR,BORDER TRIBE
BUCKY,BORDER TRIBE
ELDERLY WOMAN,BORDER TRIBE
YOUNG BLACK KID,BORDER TRIBE
MILITANT LEADER,BORDER TRIBE
LINDA,BORDER TRIBE
LIMBANI,BORDER TRIBE
BORDER TRIBE ELDER,BORDER TRIBE
MERCHANT TRIBE ELDER,BORDER TRIBE
YOUNG T' CHAKA,BORDER TRIBE
DORA MILAJE 1,BORDER TRIBE
OAKLAND KID #2,BORDER TRIBE
OAKLAND KID #3,BORDER TRIBE
YOUNG KILLMONGER,BORDER TRIBE
RIVER TRIBE ELDER,BORDER TRIBE
OAKLAND KID #1,BORDER TRIBE
SHAMAN,BORDER TRIBE
FATHER,BORDER TRIBE
CROWD,BORDER TRIBE
SON,BORDER TRIBE
YOUNG ZURI,BORDER TRIBE
MINING TRIBE ELDER,BORDER TRIBE
YOUNG T'CHAKA,BORDER TRIBE
GRIOT,BORDER TRIBE
MUSEUM DIRECTOR,BORDER TRIBE
STAN LEE,BORDER TRIBE
T'CHAKA,BORDER TRIBE
SECURITY GUARD,BORDER TRIBE
N'JOBU,BORDER TRIBE
W'KABI,BORDER TRIBE
RAMONDA,BORDER TRIBE
ZURI,BORDER TRIBE
M'BAKU,BORDER TRIBE
ULYSSES KLAUE,BORDER TRIBE
N'JADAKA (KILLMONGER),BORDER TRIBE
EVERETT ROSS,BORDER TRIBE
OKOYE,BORDER TRIBE
NAKIA,BORDER TRIBE
SHURI,BORDER TRIBE
T'CHALLA,BORDER TRIBE
SHURI/NAKIA,CARGO TRUCK MILITANT
WAKANDAN CHILDREN,CARGO TRUCK MILITANT
WAKANDAN CHILD,CARGO TRUCK MILITANT
SOUTH AFRICAN TOUGH,CARGO TRUCK MILITANT
NIGERIAN WOMAN,CARGO TRUCK MILITANT
CIA AGENT,CARGO TRUCK MILITANT
"ELDERS, WARRIORS, DORA",CARGO TRUCK MILITANT
DRIVER,CARGO TRUCK MILITANT
NIGERIAN MILITANT #2,CARGO TRUCK MILITANT
FRENCH AMBASSADOR,CARGO TRUCK MILITANT
ELDERLY WOMAN,CARGO TRUCK MILITANT
YOUNG BLACK KID,CARGO TRUCK MILITANT
MILITANT LEADER,CARGO TRUCK MILITANT
LINDA,CARGO TRUCK MILITANT
LIMBANI,CARGO TRUCK MILITANT
MERCHANT TRIBE ELDER,CARGO TRUCK MILITANT
YOUNG T' CHAKA,CARGO TRUCK MILITANT
DORA MILAJE 1,CARGO TRUCK MILITANT
OAKLAND KID #2,CARGO TRUCK MILITANT
OAKLAND KID #3,CARGO TRUCK MILITANT
YOUNG KILLMONGER,CARGO TRUCK MILITANT
RIVER TRIBE ELDER,CARGO TRUCK MILITANT
OAKLAND KID #1,CARGO TRUCK MILITANT
SHAMAN,CARGO TRUCK MILITANT
FATHER,CARGO TRUCK MILITANT
CROWD,CARGO TRUCK MILITANT
SON,CARGO TRUCK MILITANT
YOUNG ZURI,CARGO TRUCK MILITANT
MINING TRIBE ELDER,CARGO TRUCK MILITANT
YOUNG T'CHAKA,CARGO TRUCK MILITANT
GRIOT,CARGO TRUCK MILITANT
MUSEUM DIRECTOR,CARGO TRUCK MILITANT
STAN LEE,CARGO TRUCK MILITANT
T'CHAKA,CARGO TRUCK MILITANT
SECURITY GUARD,CARGO TRUCK MILITANT
N'JOBU,CARGO TRUCK MILITANT
W'KABI,CARGO TRUCK MILITANT
RAMONDA,CARGO TRUCK MILITANT
ZURI,CARGO TRUCK MILITANT
M'BAKU,CARGO TRUCK MILITANT
ULYSSES KLAUE,CARGO TRUCK MILITANT
N'JADAKA (KILLMONGER),CARGO TRUCK MILITANT
EVERETT ROSS,CARGO TRUCK MILITANT
OKOYE,CARGO TRUCK MILITANT
NAKIA,CARGO TRUCK MILITANT
SHURI,CARGO TRUCK MILITANT
T'CHALLA,CARGO TRUCK MILITANT
SHURI/NAKIA,CIA AGENT
WAKANDAN CHILDREN,CIA AGENT
WAKANDAN CHILD,CIA AGENT
SOUTH AFRICAN TOUGH,CIA AGENT
NIGERIAN WOMAN,CIA AGENT
"ELDERS, WARRIORS, DORA",CIA AGENT
DRIVER,CIA AGENT
NIGERIAN MILITANT #2,CIA AGENT
FRENCH AMBASSADOR,CIA AGENT
ELDERLY WOMAN,CIA AGENT
YOUNG BLACK KID,CIA AGENT
MILITANT LEADER,CIA AGENT
LINDA,CIA AGENT
LIMBANI,CIA AGENT
MERCHANT TRIBE ELDER,CIA AGENT
YOUNG T' CHAKA,CIA AGENT
DORA MILAJE 1,CIA AGENT
OAKLAND KID #2,CIA AGENT
OAKLAND KID #3,CIA AGENT
YOUNG KILLMONGER,CIA AGENT
RIVER TRIBE ELDER,CIA AGENT
OAKLAND KID #1,CIA AGENT
SHAMAN,CIA AGENT
FATHER,CIA AGENT
CROWD,CIA AGENT
SON,CIA AGENT
YOUNG ZURI,CIA AGENT
MINING TRIBE ELDER,CIA AGENT
YOUNG T'CHAKA,CIA AGENT
GRIOT,CIA AGENT
MUSEUM DIRECTOR,CIA AGENT
STAN LEE,CIA AGENT
T'CHAKA,CIA AGENT
SECURITY GUARD,CIA AGENT
N'JOBU,CIA AGENT
W'KABI,CIA AGENT
RAMONDA,CIA AGENT
ZURI,CIA AGENT
M'BAKU,CIA AGENT
ULYSSES KLAUE,CIA AGENT
N'JADAKA (KILLMONGER),CIA AGENT
EVERETT ROSS,CIA AGENT
OKOYE,CIA AGENT
NAKIA,CIA AGENT
SHURI,CIA AGENT
T'CHALLA,CIA AGENT
SHURI/NAKIA,NIGERIAN WOMAN
WAKANDAN CHILDREN,NIGERIAN WOMAN
WAKANDAN CHILD,NIGERIAN WOMAN
SOUTH AFRICAN TOUGH,NIGERIAN WOMAN
YOUNG BLACK KID,NIGERIAN WOMAN
YOUNG T' CHAKA,NIGERIAN WOMAN
OAKLAND KID #2,NIGERIAN WOMAN
OAKLAND KID #3,NIGERIAN WOMAN
YOUNG KILLMONGER,NIGERIAN WOMAN
RIVER TRIBE ELDER,NIGERIAN WOMAN
OAKLAND KID #1,NIGERIAN WOMAN
SHAMAN,NIGERIAN WOMAN
SON,NIGERIAN WOMAN
YOUNG ZURI,NIGERIAN WOMAN
YOUNG T'CHAKA,NIGERIAN WOMAN
STAN LEE,NIGERIAN WOMAN
T'CHAKA,NIGERIAN WOMAN
SECURITY GUARD,NIGERIAN WOMAN
W'KABI,NIGERIAN WOMAN
RAMONDA,NIGERIAN WOMAN
ZURI,NIGERIAN WOMAN
ULYSSES KLAUE,NIGERIAN WOMAN
OKOYE,NIGERIAN WOMAN
SHURI,NIGERIAN WOMAN
T'CHALLA,NIGERIAN WOMAN
WAKANDAN CHILDREN,SOUTH AFRICAN TOUGH
WAKANDAN CHILD,SOUTH AFRICAN TOUGH
YOUNG BLACK KID,SOUTH AFRICAN TOUGH
YOUNG T' CHAKA,SOUTH AFRICAN TOUGH
YOUNG KILLMONGER,SOUTH AFRICAN TOUGH
YOUNG ZURI,SOUTH AFRICAN TOUGH
YOUNG T'CHAKA,SOUTH AFRICAN TOUGH
STAN LEE,SOUTH AFRICAN TOUGH
T'CHAKA,SOUTH AFRICAN TOUGH
W'KABI,SOUTH AFRICAN TOUGH
ZURI,SOUTH AFRICAN TOUGH
ULYSSES KLAUE,SOUTH AFRICAN TOUGH
T'CHALLA,SOUTH AFRICAN TOUGH
WAKANDAN CHILDREN,WAKANDAN CHILD
YOUNG BLACK KID,WAKANDAN CHILD
YOUNG T' CHAKA,WAKANDAN CHILD
YOUNG KILLMONGER,WAKANDAN CHILD
YOUNG ZURI,WAKANDAN CHILD
YOUNG T'CHAKA,WAKANDAN CHILD
ZURI,WAKANDAN CHILD
YOUNG BLACK KID,WAKANDAN CHILDREN
YOUNG T' CHAKA,WAKANDAN CHILDREN
YOUNG KILLMONGER,WAKANDAN CHILDREN
YOUNG ZURI,WAKANDAN CHILDREN
YOUNG T'CHAKA,WAKANDAN CHILDREN
ZURI,WAKANDAN CHILDREN
WAKANDAN CHILDREN,SHURI/NAKIA
WAKANDAN CHILD,SHURI/NAKIA
SOUTH AFRICAN TOUGH,SHURI/NAKIA
YOUNG BLACK KID,SHURI/NAKIA
YOUNG T' CHAKA,SHURI/NAKIA
YOUNG KILLMONGER,SHURI/NAKIA
SON,SHURI/NAKIA
YOUNG ZURI,SHURI/NAKIA
YOUNG T'CHAKA,SHURI/NAKIA
STAN LEE,SHURI/NAKIA
T'CHAKA,SHURI/NAKIA
W'KABI,SHURI/NAKIA
ZURI,SHURI/NAKIA
ULYSSES KLAUE,SHURI/NAKIA
T'CHALLA,SHURI/NAKIA
UN STAFFER,TONY STARK
ZEMO'S WIFE,TONY STARK
YOUNG TONY STARK,TONY STARK
VASILY KARPOV,TONY STARK
UN STAFFER,STEVE ROGERS
ZEMO'S WIFE,STEVE ROGERS
YOUNG TONY STARK,STEVE ROGERS
VASILY KARPOV,STEVE ROGERS
T'CHAKA,STEVE ROGERS
SECURITY CHIEF,PETER PARKER
PRIEST,PETER PARKER
STARK'S ASSISTANT,PETER PARKER
UN STAFFER,PETER PARKER
ZEMO'S WIFE,PETER PARKER
YOUNG TONY STARK,PETER PARKER
VASILY KARPOV,PETER PARKER
T'CHAKA,PETER PARKER
SHARON CARTER,PETER PARKER
SECURITY CHIEF,NATASHA ROMANOFF
NEWS ANCHOR #3,NATASHA ROMANOFF
PRIEST,NATASHA ROMANOFF
NEWS ANCHOR #5,NATASHA ROMANOFF
NEWS ANCHOR #2,NATASHA ROMANOFF
STARK'S ASSISTANT,NATASHA ROMANOFF
UN STAFFER,NATASHA ROMANOFF
NEWS ANCHOR #1,NATASHA ROMANOFF
ZEMO'S WIFE,NATASHA ROMANOFF
NEWS ANCHOR #4,NATASHA ROMANOFF
YOUNG TONY STARK,NATASHA ROMANOFF
VASILY KARPOV,NATASHA ROMANOFF
T'CHAKA,NATASHA ROMANOFF
SHARON CARTER,NATASHA ROMANOFF
SECURITY CHIEF,SCOTT LANG
STARK'S ASSISTANT,SCOTT LANG
UN STAFFER,SCOTT LANG
ZEMO'S WIFE,SCOTT LANG
YOUNG TONY STARK,SCOTT LANG
VASILY KARPOV,SCOTT LANG
T'CHAKA,SCOTT LANG
SECRETARY ROSS,SCOTT LANG
SHARON CARTER,SCOTT LANG
VISION,SCOTT LANG
MERCENARY,JAMES RHODES
JOSEF / SUPER SOLDIER #1,JAMES RHODES
MERCENARY #2,JAMES RHODES
SECURITY CHIEF,JAMES RHODES
MAN ON PA #2,JAMES RHODES
MAN ON SPEAKERS,JAMES RHODES
MAN ON PA #1,JAMES RHODES
NEWS ANCHOR #3,JAMES RHODES
PRIEST,JAMES RHODES
NEWS ANCHOR #5,JAMES RHODES
NEWS ANCHOR #2,JAMES RHODES
STARK'S ASSISTANT,JAMES RHODES
UN STAFFER,JAMES RHODES
MERCENARY #1,JAMES RHODES
NEWS ANCHOR #1,JAMES RHODES
ZEMO'S WIFE,JAMES RHODES
NEWS ANCHOR #4,JAMES RHODES
MIT TEACHER,JAMES RHODES
MRS. SPENCER,JAMES RHODES
YOUNG TONY STARK,JAMES RHODES
MARIA STARK,JAMES RHODES
VASILY KARPOV,JAMES RHODES
T'CHAKA,JAMES RHODES
SHARON CARTER,JAMES RHODES
MAY PARKER,JAMES RHODES
MERCENARY,CLINT BARTON
JOSEF / SUPER SOLDIER #1,CLINT BARTON
MERCENARY #2,CLINT BARTON
GSG-9 DRIVER,CLINT BARTON
SECURITY CHIEF,CLINT BARTON
MAN ON PA #2,CLINT BARTON
MAN ON SPEAKERS,CLINT BARTON
MAN ON PA #1,CLINT BARTON
NEWS ANCHOR #3,CLINT BARTON
PRIEST,CLINT BARTON
NEWS ANCHOR #5,CLINT BARTON
NEWS ANCHOR #2,CLINT BARTON
STARK'S ASSISTANT,CLINT BARTON
CUSTODIAN,CLINT BARTON
UN STAFFER,CLINT BARTON
MERCENARY #1,CLINT BARTON
NEWS ANCHOR #1,CLINT BARTON
ZEMO'S WIFE,CLINT BARTON
GSG-9 SOLDIER,CLINT BARTON
NEWS ANCHOR #4,CLINT BARTON
MIT TEACHER,CLINT BARTON
DELIVERY TRUCK DRIVER,CLINT BARTON
MRS. SPENCER,CLINT BARTON
YOUNG TONY STARK,CLINT BARTON
MARIA STARK,CLINT BARTON
GUARD,CLINT BARTON
GERMAN INNKEEPER,CLINT BARTON
VASILY KARPOV,CLINT BARTON
T'CHAKA,CLINT BARTON
SECRETARY ROSS,CLINT BARTON
HELMUT ZEMO,CLINT BARTON
SHARON CARTER,CLINT BARTON
MAY PARKER,CLINT BARTON
EVERETT ROSS,CLINT BARTON
SECURITY CHIEF,SAM WILSON
STARK'S ASSISTANT,SAM WILSON
UN STAFFER,SAM WILSON
ZEMO'S WIFE,SAM WILSON
YOUNG TONY STARK,SAM WILSON
VASILY KARPOV,SAM WILSON
T'CHAKA,SAM WILSON
SHARON CARTER,SAM WILSON
UN STAFFER,T'CHALLA
ZEMO'S WIFE,T'CHALLA
YOUNG TONY STARK,T'CHALLA
VASILY KARPOV,T'CHALLA
MERCENARY,BUCKY BARNES
JOSEF / SUPER SOLDIER #1,BUCKY BARNES
MERCENARY #2,BUCKY BARNES
GSG-9 DRIVER,BUCKY BARNES
SECURITY CHIEF,BUCKY BARNES
MAN ON PA #2,BUCKY BARNES
MAN ON SPEAKERS,BUCKY BARNES
MAN ON PA #1,BUCKY BARNES
NEWS ANCHOR #3,BUCKY BARNES
PRIEST,BUCKY BARNES
NEWS ANCHOR #5,BUCKY BARNES
NEWS ANCHOR #2,BUCKY BARNES
STARK'S ASSISTANT,BUCKY BARNES
CUSTODIAN,BUCKY BARNES
UN STAFFER,BUCKY BARNES
MERCENARY #1,BUCKY BARNES
NEWS ANCHOR #1,BUCKY BARNES
ZEMO'S WIFE,BUCKY BARNES
GSG-9 SOLDIER,BUCKY BARNES
NEWS ANCHOR #4,BUCKY BARNES
MIT TEACHER,BUCKY BARNES
DELIVERY TRUCK DRIVER,BUCKY BARNES
MRS. SPENCER,BUCKY BARNES
YOUNG TONY STARK,BUCKY BARNES
MARIA STARK,BUCKY BARNES
GUARD,BUCKY BARNES
GERMAN INNKEEPER,BUCKY BARNES
VASILY KARPOV,BUCKY BARNES
T'CHAKA,BUCKY BARNES
HELMUT ZEMO,BUCKY BARNES
SHARON CARTER,BUCKY BARNES
MAY PARKER,BUCKY BARNES
EVERETT ROSS,BUCKY BARNES
ZEMO'S WIFE,WANDA MAXIMOFF
YOUNG TONY STARK,WANDA MAXIMOFF
ZEMO'S WIFE,VISION
YOUNG TONY STARK,VISION
MERCENARY,EVERETT ROSS
JOSEF / SUPER SOLDIER #1,EVERETT ROSS
MERCENARY #2,EVERETT ROSS
GSG-9 DRIVER,EVERETT ROSS
SECURITY CHIEF,EVERETT ROSS
MAN ON PA #2,EVERETT ROSS
MAN ON SPEAKERS,EVERETT ROSS
MAN ON PA #1,EVERETT ROSS
NEWS ANCHOR #3,EVERETT ROSS
PRIEST,EVERETT ROSS
NEWS ANCHOR #5,EVERETT ROSS
NEWS ANCHOR #2,EVERETT ROSS
STARK'S ASSISTANT,EVERETT ROSS
UN STAFFER,EVERETT ROSS
MERCENARY #1,EVERETT ROSS
NEWS ANCHOR #1,EVERETT ROSS
ZEMO'S WIFE,EVERETT ROSS
GSG-9 SOLDIER,EVERETT ROSS
NEWS ANCHOR #4,EVERETT ROSS
MIT TEACHER,EVERETT ROSS
MRS. SPENCER,EVERETT ROSS
YOUNG TONY STARK,EVERETT ROSS
MARIA STARK,EVERETT ROSS
GUARD,EVERETT ROSS
GERMAN INNKEEPER,EVERETT ROSS
VASILY KARPOV,EVERETT ROSS
SECRETARY ROSS,EVERETT ROSS
HELMUT ZEMO,EVERETT ROSS
SHARON CARTER,EVERETT ROSS
FRIDAY,EVERETT ROSS
MAY PARKER,EVERETT ROSS
HOWARD STARK,EVERETT ROSS
VISION,EVERETT ROSS
WANDA MAXIMOFF,EVERETT ROSS
SAM WILSON,EVERETT ROSS
JAMES RHODES,EVERETT ROSS
SCOTT LANG,EVERETT ROSS
NATASHA ROMANOFF,EVERETT ROSS
PETER PARKER,EVERETT ROSS
STEVE ROGERS,EVERETT ROSS
TONY STARK,EVERETT ROSS
MERCENARY,HOWARD STARK
JOSEF / SUPER SOLDIER #1,HOWARD STARK
MERCENARY #2,HOWARD STARK
SECURITY CHIEF,HOWARD STARK
MAN ON PA #2,HOWARD STARK
MAN ON SPEAKERS,HOWARD STARK
MAN ON PA #1,HOWARD STARK
NEWS ANCHOR #3,HOWARD STARK
PRIEST,HOWARD STARK
NEWS ANCHOR #5,HOWARD STARK
NEWS ANCHOR #2,HOWARD STARK
STARK'S ASSISTANT,HOWARD STARK
UN STAFFER,HOWARD STARK
MERCENARY #1,HOWARD STARK
NEWS ANCHOR #1,HOWARD STARK
ZEMO'S WIFE,HOWARD STARK
NEWS ANCHOR #4,HOWARD STARK
MIT TEACHER,HOWARD STARK
MRS. SPENCER,HOWARD STARK
YOUNG TONY STARK,HOWARD STARK
MARIA STARK,HOWARD STARK
VASILY KARPOV,HOWARD STARK
T'CHAKA,HOWARD STARK
SECRETARY ROSS,HOWARD STARK
SHARON CARTER,HOWARD STARK
MAY PARKER,HOWARD STARK
VISION,HOWARD STARK
MERCENARY,BROCK RUMLOW
JOSEF / SUPER SOLDIER #1,BROCK RUMLOW
MERCENARY #2,BROCK RUMLOW
GSG-9 DRIVER,BROCK RUMLOW
SECURITY CHIEF,BROCK RUMLOW
MAN ON PA #2,BROCK RUMLOW
MAN ON SPEAKERS,BROCK RUMLOW
MAN ON PA #1,BROCK RUMLOW
NEWS ANCHOR #3,BROCK RUMLOW
PRIEST,BROCK RUMLOW
NEWS ANCHOR #5,BROCK RUMLOW
NEWS ANCHOR #2,BROCK RUMLOW
STARK'S ASSISTANT,BROCK RUMLOW
CUSTODIAN,BROCK RUMLOW
UN STAFFER,BROCK RUMLOW
MERCENARY #1,BROCK RUMLOW
NEWS ANCHOR #1,BROCK RUMLOW
ZEMO'S WIFE,BROCK RUMLOW
GSG-9 SOLDIER,BROCK RUMLOW
NEWS ANCHOR #4,BROCK RUMLOW
MIT TEACHER,BROCK RUMLOW
DELIVERY TRUCK DRIVER,BROCK RUMLOW
MRS. SPENCER,BROCK RUMLOW
YOUNG TONY STARK,BROCK RUMLOW
MARIA STARK,BROCK RUMLOW
GUARD,BROCK RUMLOW
GERMAN INNKEEPER,BROCK RUMLOW
VASILY KARPOV,BROCK RUMLOW
T'CHAKA,BROCK RUMLOW
SECRETARY ROSS,BROCK RUMLOW
HELMUT ZEMO,BROCK RUMLOW
SHARON CARTER,BROCK RUMLOW
MAY PARKER,BROCK RUMLOW
EVERETT ROSS,BROCK RUMLOW
VISION,BROCK RUMLOW
MERCENARY,MAY PARKER
MERCENARY #2,MAY PARKER
SECURITY CHIEF,MAY PARKER
NEWS ANCHOR #3,MAY PARKER
PRIEST,MAY PARKER
NEWS ANCHOR #5,MAY PARKER
NEWS ANCHOR #2,MAY PARKER
STARK'S ASSISTANT,MAY PARKER
UN STAFFER,MAY PARKER
MERCENARY #1,MAY PARKER
NEWS ANCHOR #1,MAY PARKER
ZEMO'S WIFE,MAY PARKER
NEWS ANCHOR #4,MAY PARKER
MIT TEACHER,MAY PARKER
MRS. SPENCER,MAY PARKER
YOUNG TONY STARK,MAY PARKER
VASILY KARPOV,MAY PARKER
STAN LEE,MAY PARKER
T'CHAKA,MAY PARKER
SECRETARY ROSS,MAY PARKER
SHARON CARTER,MAY PARKER
VISION,MAY PARKER
WANDA MAXIMOFF,MAY PARKER
T'CHALLA,MAY PARKER
SAM WILSON,MAY PARKER
SCOTT LANG,MAY PARKER
NATASHA ROMANOFF,MAY PARKER
PETER PARKER,MAY PARKER
STEVE ROGERS,MAY PARKER
TONY STARK,MAY PARKER
MERCENARY,FRIDAY
JOSEF / SUPER SOLDIER #1,FRIDAY
MERCENARY #2,FRIDAY
GSG-9 DRIVER,FRIDAY
SECURITY CHIEF,FRIDAY
MAN ON PA #2,FRIDAY
MAN ON SPEAKERS,FRIDAY
MAN ON PA #1,FRIDAY
NEWS ANCHOR #3,FRIDAY
PRIEST,FRIDAY
NEWS ANCHOR #5,FRIDAY
NEWS ANCHOR #2,FRIDAY
STARK'S ASSISTANT,FRIDAY
UN STAFFER,FRIDAY
MERCENARY #1,FRIDAY
NEWS ANCHOR #1,FRIDAY
ZEMO'S WIFE,FRIDAY
GSG-9 SOLDIER,FRIDAY
NEWS ANCHOR #4,FRIDAY
MIT TEACHER,FRIDAY
MRS. SPENCER,FRIDAY
YOUNG TONY STARK,FRIDAY
MARIA STARK,FRIDAY
GUARD,FRIDAY
GERMAN INNKEEPER,FRIDAY
VASILY KARPOV,FRIDAY
T'CHAKA,FRIDAY
HELMUT ZEMO,FRIDAY
SHARON CARTER,FRIDAY
MAY PARKER,FRIDAY
STARK'S ASSISTANT,SHARON CARTER
UN STAFFER,SHARON CARTER
ZEMO'S WIFE,SHARON CARTER
YOUNG TONY STARK,SHARON CARTER
VASILY KARPOV,SHARON CARTER
STAN LEE,SHARON CARTER
T'CHAKA,SHARON CARTER
VISION,SHARON CARTER
WANDA MAXIMOFF,SHARON CARTER
T'CHALLA,SHARON CARTER
STEVE ROGERS,SHARON CARTER
TONY STARK,SHARON CARTER
MERCENARY,HELMUT ZEMO
JOSEF / SUPER SOLDIER #1,HELMUT ZEMO
MERCENARY #2,HELMUT ZEMO
SECURITY CHIEF,HELMUT ZEMO
MAN ON PA #2,HELMUT ZEMO
MAN ON SPEAKERS,HELMUT ZEMO
MAN ON PA #1,HELMUT ZEMO
NEWS ANCHOR #3,HELMUT ZEMO
PRIEST,HELMUT ZEMO
NEWS ANCHOR #5,HELMUT ZEMO
NEWS ANCHOR #2,HELMUT ZEMO
STARK'S ASSISTANT,HELMUT ZEMO
UN STAFFER,HELMUT ZEMO
MERCENARY #1,HELMUT ZEMO
NEWS ANCHOR #1,HELMUT ZEMO
ZEMO'S WIFE,HELMUT ZEMO
NEWS ANCHOR #4,HELMUT ZEMO
MIT TEACHER,HELMUT ZEMO
MRS. SPENCER,HELMUT ZEMO
YOUNG TONY STARK,HELMUT ZEMO
MARIA STARK,HELMUT ZEMO
VASILY KARPOV,HELMUT ZEMO
STAN LEE,HELMUT ZEMO
T'CHAKA,HELMUT ZEMO
SECRETARY ROSS,HELMUT ZEMO
SHARON CARTER,HELMUT ZEMO
MAY PARKER,HELMUT ZEMO
HOWARD STARK,HELMUT ZEMO
VISION,HELMUT ZEMO
